G1;G2;G3;G4;G5;G6;G7;G8;G9
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;СТАНИСЛАВСКОГО УЛ;167/25;;;14
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;СТАНИСЛАВСКОГО УЛ;58;;;22
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;СТАЧКИ ПР-КТ;245;;;11
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;СУВОРОВА УЛ;91;;;10
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;СУВОРОВА УЛ;63;ЛИТЕР В;10;11
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;СУВОРОВА УЛ;63;;10;12
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;ТЕКУЧЕВА УЛ;149;;;12
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;ТЕМЕРНИЦКАЯ УЛ;77;А;10;10
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;ТОЛСТОГО ПЛ;8;;;17
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;ТРОЛЛЕЙБУСНАЯ УЛ;24/2В;;;13
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;ШОЛОХОВА ПР-КТ;270/3;;;10
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;ШОЛОХОВА ПР-КТ;7;;;10
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;ШОССЕЙНАЯ УЛ;49 "В";;;10
РОСТОВСКАЯ ОБЛ;;РОСТОВ-НА-ДОНУ Г;;СОЦИАЛИСТИЧЕСКАЯ УЛ;112;;;14
РОСТОВСКАЯ ОБЛ;;ВОЛГОДОНСК Г;;ВЕЛИКОЙ ПОБЕДЫ Б-Р;13;;;11
РОСТОВСКАЯ ОБЛ;;ВОЛГОДОНСК Г;;КУРЧАТОВА ПР-КТ;55;;;11
РОСТОВСКАЯ ОБЛ;;ВОЛГОДОНСК Г;;МАЯКОВСКОГО ПЕР;1;;;10
РОСТОВСКАЯ ОБЛ;;ВОЛГОДОНСК Г;;МОРСКАЯ УЛ;23;;;12
РОСТОВСКАЯ ОБЛ;;КАМЕНСК-ШАХТИНСКИЙ Г;;ПОДТЕЛКОВА УЛ;82;-;-;16
РОСТОВСКАЯ ОБЛ;;КАМЕНСК-ШАХТИНСКИЙ Г;ЗАВОДСКОЙ МКР;ЗАВОДСКАЯ УЛ;8;;;10
РОСТОВСКАЯ ОБЛ;;НОВОЧЕРКАССК Г;;МИХАЙЛОВСКАЯ УЛ;164А;;;10
РОСТОВСКАЯ ОБЛ;;НОВОЧЕРКАССК Г;;ОДЕССКИЙ ПЕР;41;;;10
РОСТОВСКАЯ ОБЛ;;НОВОЧЕРКАССК Г;;ТРОИЦКАЯ УЛ;39/166;;;13
РОСТОВСКАЯ ОБЛ;;ТАГАНРОГ Г;;АНТОНА ГЛУШКО ПЕР;15;;2;10
РОСТОВСКАЯ ОБЛ;;ТАГАНРОГ Г;;ГОГОЛЕВСКИЙ ПЕР;6;;;10
РОСТОВСКАЯ ОБЛ;;ТАГАНРОГ Г;;КОМСОМОЛЬСКИЙ СПУСК УЛ;2;;;11
РОСТОВСКАЯ ОБЛ;;ТАГАНРОГ Г;;ПОЛЯКОВСКОЕ ШОССЕ УЛ;17;;;10
РОСТОВСКАЯ ОБЛ;;ТАГАНРОГ Г;;АЛЕКСАНДРОВСКАЯ УЛ;128;;;10
РОСТОВСКАЯ ОБЛ;;ТАГАНРОГ Г;;ФРУНЗЕ УЛ;152;;;12
РОСТОВСКАЯ ОБЛ;;ШАХТЫ Г;;СОВЕТСКАЯ УЛ;74 Б;;;13
РОСТОВСКАЯ ОБЛ;АЗОВСКИЙ Р-Н;;ПЕШКОВО С;ОКТЯБРЬСКИЙ ПЕР;22;;;10
РОСТОВСКАЯ ОБЛ;АКСАЙСКИЙ Р-Н;АКСАЙ Г;;ЗАПАДНАЯ УЛ;37;;;11
РОСТОВСКАЯ ОБЛ;АКСАЙСКИЙ Р-Н;АКСАЙ Г;;ЛЕНИНА ПР-КТ;1;;;15
РОСТОВСКАЯ ОБЛ;АКСАЙСКИЙ Р-Н;АКСАЙ Г;;НОВОЧЕРКАССКОЕ ШОССЕ УЛ;2;;;10
РОСТОВСКАЯ ОБЛ;АКСАЙСКИЙ Р-Н;АКСАЙ Г;;САДОВАЯ УЛ;20;ОФИС 4;;10
РОСТОВСКАЯ ОБЛ;АКСАЙСКИЙ Р-Н;АКСАЙ Г;;САДОВАЯ УЛ;20;1;;10
РОСТОВСКАЯ ОБЛ;АКСАЙСКИЙ Р-Н;АКСАЙ Г;;САДОВАЯ УЛ;31;;;11
РОСТОВСКАЯ ОБЛ;АКСАЙСКИЙ Р-Н;АКСАЙ Г;;ЧАПАЕВА УЛ;175;;;11
РОСТОВСКАЯ ОБЛ;БЕЛОКАЛИТВИНСКИЙ Р-Н;БЕЛАЯ КАЛИТВА Г;;РОССИЙСКАЯ УЛ;302;;;11
РОСТОВСКАЯ ОБЛ;ЗЕРНОГРАДСКИЙ Р-Н;ЗЕРНОГРАД Г;;МИРА УЛ;16;;;14
РОСТОВСКАЯ ОБЛ;ЗЕРНОГРАДСКИЙ Р-Н;ЗЕРНОГРАД Г;;СЕЛЕКЦИОННЫЙ ПЕР;13 А;;;10
РОСТОВСКАЯ ОБЛ;КАШАРСКИЙ Р-Н;;КАШАРЫ СЛ;ЛЕНИНА УЛ;58;;;11
РОСТОВСКАЯ ОБЛ;КРАСНОСУЛИНСКИЙ Р-Н;КРАСНЫЙ СУЛИН Г;;ЗАВОДСКАЯ УЛ;1;;;12
РОСТОВСКАЯ ОБЛ;МОРОЗОВСКИЙ Р-Н;МОРОЗОВСК Г;;ЛЕНИНА УЛ;204;;;10
РОСТОВСКАЯ ОБЛ;НЕКЛИНОВСКИЙ Р-Н;;ПОКРОВСКОЕ С;ПАРКОВЫЙ ПЕР;1;;;11
РОСТОВСКАЯ ОБЛ;ЦИМЛЯНСКИЙ Р-Н;ЦИМЛЯНСК Г;;ЛЕНИНА УЛ;24;;;12
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ДЗЕРЖИНСКОГО УЛ;14А;;;18
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ЕСЕНИНА УЛ;9;;;14
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ЗАПАДНАЯ УЛ;6;;;10
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ЛЕНИНСКОГО КОМСОМОЛА УЛ;5;;;19
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ЛЕНИНА УЛ;35;-;-;11
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;МАЯКОВСКОГО УЛ;1А;;;10
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;МЕРВИНСКАЯ УЛ;23;Б;;11
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;НИКОЛОДВОРЯНСКАЯ УЛ;22;;;12
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ОСТРОВСКОГО УЛ;21;1;;17
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ПОЛОНСКОГО УЛ;7;;;11
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ПОЛОНСКОГО УЛ;1/54;;;17
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;СОБОРНАЯ ПЛ;9;;;11
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;СОБОРНАЯ ПЛ;3;;;17
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ФРУНЗЕ УЛ;28;;;26
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ЧКАЛОВА УЛ;33 А;;;16
РЯЗАНСКАЯ ОБЛ;;РЯЗАНЬ Г;;ШАБУЛИНА ПРОЕЗД;2А;;;10
РЯЗАНСКАЯ ОБЛ;;КАСИМОВ Г;;ЛЕНИНА УЛ;9А;;;13
РЯЗАНСКАЯ ОБЛ;ЕРМИШИНСКИЙ Р-Н;;ЕРМИШЬ РП;ЛЕНИНА ПЛ;58;;;10
РЯЗАНСКАЯ ОБЛ;ПРОНСКИЙ Р-Н;;ПРОНСК РП;ГОРЬКОГО ПЛ;1;;;10
РЯЗАНСКАЯ ОБЛ;ПУТЯТИНСКИЙ Р-Н;;ПУТЯТИНО С;ВОРОШИЛОВА УЛ;56;-;-;13
САМАРСКАЯ ОБЛ;;САМАРА Г;;22 ПАРТСЪЕЗДА УЛ;45;;ОФИС 312;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;22 ПАРТСЪЕЗДА УЛ;45;;510;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;22 ПАРТСЪЕЗДА УЛ;45;;506А;12
САМАРСКАЯ ОБЛ;;САМАРА Г;;22 ПАРТСЪЕЗДА УЛ;10;А;;17
САМАРСКАЯ ОБЛ;;САМАРА Г;;22 ПАРТСЪЕЗДА УЛ;7 А;ПРОХОДНАЯ;;21
САМАРСКАЯ ОБЛ;;САМАРА Г;;АВРОРЫ УЛ;150;;;12
САМАРСКАЯ ОБЛ;;САМАРА Г;;АВРОРЫ УЛ;114;А;;12
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЗАПОРОЖСКАЯ УЛ;19;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;КАБЕЛЬНАЯ УЛ;9;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;КРУПСКОЙ УЛ;1Е;;14;15
САМАРСКАЯ ОБЛ;;САМАРА Г;;МАЛЬЦЕВА ПРОЕЗД;4;;;14
САМАРСКАЯ ОБЛ;;САМАРА Г;;ПЕЧЕРСКАЯ УЛ;151;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;САНФИРОВОЙ УЛ;95;;;18
САМАРСКАЯ ОБЛ;;САМАРА Г;;СОВЕТСКОЙ АРМИИ УЛ;251;А;;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ВОЛГИНА УЛ;127;А;;15
САМАРСКАЯ ОБЛ;;САМАРА Г;;КРАСНОАРМЕЙСКАЯ УЛ;1;;;12
САМАРСКАЯ ОБЛ;;САМАРА Г;;РАБОЧАЯ УЛ;15;;;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;РЕВОЛЮЦИОННАЯ УЛ;70;;;15
САМАРСКАЯ ОБЛ;;САМАРА Г;;ТАШКЕНТСКАЯ УЛ;196;А;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;4-Й ПРОЕЗД;66;;;15
САМАРСКАЯ ОБЛ;;САМАРА Г;;КРОМСКАЯ УЛ;4;;;13
САМАРСКАЯ ОБЛ;;САМАРА Г;;НАГОРНАЯ УЛ;143;;ОФ.;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;КИРОВА ПР-КТ;130;;ОФИС 1;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;КИРОВА ПР-КТ;2;СТРОЕНИЕ 3;;13
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЗЕМЕЦА УЛ;4;94Б;;12
САМАРСКАЯ ОБЛ;;САМАРА Г;;БЕЛОРУССКАЯ УЛ;129;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;УТЕВСКАЯ УЛ;30;А;;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ХАСАНОВСКАЯ УЛ;45;2;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;ГАЛАКТИОНОВСКАЯ УЛ;40;;9;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЛЕНИНСКАЯ УЛ;141;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;МИЧУРИНА УЛ;80;;14;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;МИЧУРИНА УЛ;80;;ОФИС 2;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;МИЧУРИНА УЛ;80;;3;17
САМАРСКАЯ ОБЛ;;САМАРА Г;;МОСКОВСКОЕ Ш;41;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;ВОЛЖСКИЙ ПР-КТ;19;;;17
САМАРСКАЯ ОБЛ;;САМАРА Г;;САМАРСКАЯ УЛ;146А;;;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЧАПАЕВСКАЯ УЛ;112;А;;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЧАПАЕВСКАЯ УЛ;144;;;14
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЛЕНИНА ПР-КТ;3;;;12
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЛЕСНАЯ УЛ;23;;;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;МЕЖЕВАЯ УЛ;7;85;18;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;НОВО-САДОВАЯ УЛ;139;;Н12;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;НОВО-САДОВАЯ УЛ;347"А";;6;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;НОВО-САДОВАЯ УЛ;106;;;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;НОВО-САДОВАЯ УЛ;23;;10;23
САМАРСКАЯ ОБЛ;;САМАРА Г;;НЕВСКАЯ УЛ;3;;;15
САМАРСКАЯ ОБЛ;;САМАРА Г;;НИКОЛАЯ ПАНОВА УЛ;6 Б;;;13
САМАРСКАЯ ОБЛ;;САМАРА Г;;РАДИАЛЬНАЯ 8-Я УЛ;6;;10;12
САМАРСКАЯ ОБЛ;;САМАРА Г;;РАДОНЕЖСКАЯ УЛ;2;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;АЛЕКСЕЯ ТОЛСТОГО УЛ;122;;ОФИС 10;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ВОДНИКОВ УЛ;28/30;;КОМНАТА 28;14
САМАРСКАЯ ОБЛ;;САМАРА Г;;ПИОНЕРСКАЯ УЛ;100;;Н53;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ПИОНЕРСКАЯ УЛ;100;А;Н53;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ВОРОНЕЖСКАЯ УЛ;9;;;14
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЗАВОДСКОЕ Ш;1;;403;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЗАВОДСКОЕ Ш;14;;;12
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЗАВОДСКОЕ Ш;3;;;13
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЗАВОДСКОЕ Ш;5;;;14
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЗАВОДСКОЕ Ш;1;;;15
САМАРСКАЯ ОБЛ;;САМАРА Г;;ЗАВОДСКОЕ Ш;20;;;18
САМАРСКАЯ ОБЛ;;САМАРА Г;;КАЛИНИНА УЛ;1;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;МИРНАЯ УЛ;162;-;-;12
САМАРСКАЯ ОБЛ;;САМАРА Г;;УПРАВЛЕНЧЕСКИЙ ТУП;7;;;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ГАГАРИНА УЛ;32;;3;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;ГАГАРИНА УЛ;;СТРОЕНИЕ 53;;11
САМАРСКАЯ ОБЛ;;САМАРА Г;;ТРЕТЬЯ ПРОСЕКА;250;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;;ГАРАЖНЫЙ ПРОЕЗД;3;;;10
САМАРСКАЯ ОБЛ;;САМАРА Г;УПРАВЛЕНЧЕСКИЙ П;СЕРГЕЯ ЛАЗО УЛ;38;;24;12
САМАРСКАЯ ОБЛ;;ОТРАДНЫЙ Г;;НЕФТЯНИКОВ УЛ;90;---;---;14
САМАРСКАЯ ОБЛ;;ОТРАДНЫЙ Г;;ФИЗКУЛЬТУРНИКОВ УЛ;18;---;---;16
САМАРСКАЯ ОБЛ;;ОТРАДНЫЙ Г;;ПРОМЫШЛЕННАЯ ЗОНА - 1 ПРОМЗОНА;1;;;12
САМАРСКАЯ ОБЛ;;ТОЛЬЯТТИ Г;;КАРЛА МАРКСА УЛ;24;;;11
САМАРСКАЯ ОБЛ;;ТОЛЬЯТТИ Г;;НОВОЗАВОДСКАЯ УЛ;10А;;;10
САМАРСКАЯ ОБЛ;;ТОЛЬЯТТИ Г;;НОВОЗАВОДСКАЯ УЛ;2А;;;14
САМАРСКАЯ ОБЛ;;ТОЛЬЯТТИ Г;;НОВОЗАВОДСКАЯ УЛ;6;;;24
САМАРСКАЯ ОБЛ;;ТОЛЬЯТТИ Г;;ПРИМОРСКИЙ Б-Р;43;;;12
САМАРСКАЯ ОБЛ;;ТОЛЬЯТТИ Г;;РОДИНЫ УЛ;40;;;14
САМАРСКАЯ ОБЛ;;ТОЛЬЯТТИ Г;;СВЕРДЛОВА УЛ;51;;;12
САМАРСКАЯ ОБЛ;;СЫЗРАНЬ Г;;ГИДРОТУРБИННАЯ УЛ;13;;;10
САМАРСКАЯ ОБЛ;;СЫЗРАНЬ Г;;ИНТЕРНАЦИОНАЛЬНАЯ УЛ;178;;;10
САМАРСКАЯ ОБЛ;;СЫЗРАНЬ Г;;КОТОВСКОГО УЛ;2;;;24
САМАРСКАЯ ОБЛ;;СЫЗРАНЬ Г;;ОБРАЗЦОВСКАЯ УЛ;97;;;10
САМАРСКАЯ ОБЛ;;СЫЗРАНЬ Г;;ОПОРНЫЙ ПЕР;16;;;11
САМАРСКАЯ ОБЛ;;СЫЗРАНЬ Г;;ПРИСТАНСКИЙ СПУСК УЛ;21;;;15
САМАРСКАЯ ОБЛ;;ПОХВИСТНЕВО Г;;РЕВОЛЮЦИОННАЯ УЛ;163;;;10
САМАРСКАЯ ОБЛ;КОШКИНСКИЙ Р-Н;;КОШКИ С;СОВЕТСКАЯ УЛ;32;;;10
САМАРСКАЯ ОБЛ;КРАСНОЯРСКИЙ Р-Н;;НОВОСЕМЕЙКИНО ПГТ;ШКОЛЬНАЯ УЛ;1;;;21
САМАРСКАЯ ОБЛ;ПРИВОЛЖСКИЙ Р-Н;;ПРИВОЛЖЬЕ С;ПАРКОВАЯ УЛ;14;;;17
САМАРСКАЯ ОБЛ;СЫЗРАНСКИЙ Р-Н;;ВАРЛАМОВО П;СОВЕТСКАЯ УЛ;14;;;16
САМАРСКАЯ ОБЛ;СЫЗРАНСКИЙ Р-Н;;МЕЖДУРЕЧЕНСК ПГТ;ЛЕНИНА УЛ;1;;;13
САМАРСКАЯ ОБЛ;ВОЛЖСКИЙ Р-Н;;СМЫШЛЯЕВКА ПГТ;ПЕРВОМАЙСКАЯ УЛ;1;;;11
САМАРСКАЯ ОБЛ;ВОЛЖСКИЙ Р-Н;;СМЫШЛЯЕВКА ПГТ;ПИОНЕРСКАЯ УЛ;2 А;;;12
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;АРТЕЛЬНАЯ УЛ;1;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;АСТРАХАНСКАЯ УЛ;43;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;АСТРАХАНСКАЯ УЛ;103;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;АСТРАХАНСКАЯ УЛ;87;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;АСТРАХАНСКАЯ УЛ;43;;;13
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;АСТРАХАНСКАЯ УЛ;88;;;13
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ БЛИНОВА Ф.А. УЛ;5;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ БЛИНОВА Ф.А. УЛ;5;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;БОЛЬШАЯ ГОРНАЯ УЛ;231/241;;;13
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;БОЛЬШАЯ САДОВАЯ УЛ;141;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;БОЛЬШАЯ САДОВАЯ УЛ;239;;;37
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;БУРОВАЯ УЛ;26;;;18
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ВАВИЛОВА Н.И. УЛ;38/114;;1019;49
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ВОЛЖСКАЯ УЛ;36;;;15
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ГВАРДЕЙСКАЯ УЛ;2 А;;;17
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ДЕГТЯРНАЯ ПЛ;1;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;КОМСОМОЛЬСКАЯ УЛ;52;;;13
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;КООПЕРАТИВНАЯ УЛ;100;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;КРАЙНЯЯ УЛ;129;;;14
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;2-Й КРАСНОАРМЕЙСКИЙ ТУП;1А;;;16
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;КРЫМСКИЙ ПРОЕЗД;3;;;13
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ЛУННАЯ УЛ;44;;;49
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;МИРНЫЙ ПЕР;4;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;МИРНЫЙ ПЕР;11;;;14
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ МИЧУРИНА И.В. УЛ;107;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;МОЛОДЕЖНЫЙ ПРОЕЗД;5;-;-;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;МОСКОВСКАЯ УЛ;134/146;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;МОСКОВСКАЯ УЛ;107;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;МОСКОВСКАЯ УЛ;66;;;14
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;НАБЕРЕЖНАЯ УЛ;22;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ОГОРОДНАЯ УЛ;162;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ 50 ЛЕТ ОКТЯБРЯ ПР-КТ;132А;-;-;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ 50 ЛЕТ ОКТЯБРЯ ПР-КТ;118А;-;-;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ 50 ЛЕТ ОКТЯБРЯ ПР-КТ;132А;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ 50 ЛЕТ ОКТЯБРЯ ПР-КТ;101;;1;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ 50 ЛЕТ ОКТЯБРЯ ПР-КТ;101;;3;12
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ 50 ЛЕТ ОКТЯБРЯ ПР-КТ;101;-----;-----;13
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ 50 ЛЕТ ОКТЯБРЯ ПР-КТ;110"А";-----;-----;14
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ 50 ЛЕТ ОКТЯБРЯ ПР-КТ;110А;;;18
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ 50 ЛЕТ ОКТЯБРЯ ПР-КТ;101;;;19
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ОРДЖОНИКИДЗЕ Г.К. ПЛ;1;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ОРДЖОНИКИДЗЕ Г.К. УЛ;24;-;;15
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ОСИПОВА В.И. УЛ;1;;;13
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ПАНФИЛОВА И.В. УЛ;1;;;18
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ПЕРВОМАЙСКАЯ УЛ;37/45;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ПЕРВОМАЙСКАЯ УЛ;67;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;РАБОЧАЯ УЛ;27;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;1-Я САДОВАЯ УЛ;104;;;13
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ САККО И ВАНЦЕТТИ УЛ;64/60;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;САПЕРНАЯ УЛ;10;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;СИМБИРСКАЯ УЛ;154А;;;12
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;СОБОРНАЯ УЛ;9;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;СОКОЛОВАЯ УЛ;18/40;;;15
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;1-Й СОКОЛОВОГОРСКИЙ ПРОЕЗД;13 А;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;СОКУРСКИЙ ТРАКТ;Б/Н;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;СТРОИТЕЛЕЙ ПР-КТ;35;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;СТРОИТЕЛЕЙ ПР-КТ;37;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;СТРОИТЕЛЕЙ ПР-КТ;1;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;СТРОИТЕЛЕЙ ПР-КТ;31;;;12
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;УНИВЕРСИТЕТСКАЯ УЛ;28;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ЧЕХОВА А.П. УЛ;2;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ШЕЛКОВИЧНАЯ УЛ;177;НЕТ;НЕТ;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ШЕЛКОВИЧНАЯ УЛ;2;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ШЕЛКОВИЧНАЯ УЛ;178;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ШЕЛКОВИЧНАЯ УЛ;186;;;23
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ЭНТУЗИАСТОВ ПР-КТ;57;;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ЭНТУЗИАСТОВ ПР-КТ;64 "А";;;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ЭНТУЗИАСТОВ ПР-КТ;102;;.;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ЗАВОДСКАЯ УЛ;14;;;11
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ЧЕРНЫШЕВСКОГО Н.Г. УЛ;203;;513;10
САРАТОВСКАЯ ОБЛ;;САРАТОВ Г;;ИМ ЧЕРНЫШЕВСКОГО Н.Г. УЛ;90;;;10
